"","Pathway","Type","Plantform","Leafspan","Tregion","Wregion","Wregion2","opt","Date","Time","Datacontrib","Species","Funtype","fitgroup","Location","RH","Tair","Tleaf","CO2S","PARin","Patm","BLCond","Trmmol","SWC","SWP","latitude","longitude","Totalheight","LAI","sampleheight","canopyposition","LWP","LWPpredawn","Instrument","Season","GrowthCa","GrowthTair","Growthcond","Treatment","OriginalFile","Comments","Reference","LightSource","Cond","Photo","VPD","Ci"
"4646","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/4/10","9:17","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.101","Sevilleta NWR_PJ rainfall manipulation",58.67,-9999,19.88,364,2000,-9999,-9999,0.54,0.101,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.25,-1.5,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.0457,4.869,0.96,186
"4647","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/4/10","9:40","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.101","Sevilleta NWR_PJ rainfall manipulation",59.7,-9999,21.01,356,2000,-9999,-9999,0.59,0.101,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.8,-1.2,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.0475,4.11,1.01,209
"4648","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/4/10","9:47","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.101","Sevilleta NWR_PJ rainfall manipulation",67.43,-9999,22.62,334,2000,-9999,-9999,1.11,0.101,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.4,-0.9,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.1022,6.358,0.9,225
"4649","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/4/10","10:47","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.101","Sevilleta NWR_PJ rainfall manipulation",43.79,-9999,25.54,366,2000,-9999,-9999,0.95,0.101,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.25,-1.5,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.0416,4.557,1.85,178
"4650","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/4/10","11:14","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.101","Sevilleta NWR_PJ rainfall manipulation",52.27,-9999,24.74,352,2000,-9999,-9999,1.02,0.101,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.8,-1.2,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.0558,4.934,1.49,199
"4651","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/4/10","11:26","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.101","Sevilleta NWR_PJ rainfall manipulation",62.83,-9999,25.97,336,2000,-9999,-9999,1.58,0.101,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.4,-0.9,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.1041,5.991,1.25,233
"4652","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/4/10","12:32","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.101","Sevilleta NWR_PJ rainfall manipulation",33.07,-9999,29.6,373,2000,-9999,-9999,0.95,0.101,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.25,-1.5,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.0271,3.282,2.79,162
"4653","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/4/10","12:53","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.101","Sevilleta NWR_PJ rainfall manipulation",37.12,-9999,30.65,365,2000,-9999,-9999,1.12,0.101,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.8,-1.2,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.0321,3.086,2.78,193
"4654","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/4/10","13:00","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.101","Sevilleta NWR_PJ rainfall manipulation",46.88,-9999,31.08,347,2000,-9999,-9999,1.73,0.101,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.4,-0.9,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.0576,4.41,2.41,209
"4655","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/4/10","14:03","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.101","Sevilleta NWR_PJ rainfall manipulation",29.29,-9999,29.71,374,2000,-9999,-9999,0.88,0.101,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.25,-1.5,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.0237,3.075,2.96,149
"4656","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/4/10","14:31","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.101","Sevilleta NWR_PJ rainfall manipulation",28.67,-9999,33.16,373,2000,-9999,-9999,0.97,0.101,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.8,-1.2,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.021,1.939,3.64,203
"4657","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/4/10","14:40","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.101","Sevilleta NWR_PJ rainfall manipulation",37.57,-9999,31.33,361,2000,-9999,-9999,1.26,0.101,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.4,-0.9,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.0348,3.252,2.87,193
"4658","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/6/10","8:07","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.157","Sevilleta NWR_PJ rainfall manipulation",80.06,-9999,14.31,353,2000,-9999,-9999,0.34,0.157,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2,-1,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.0868,4.523,0.33,265
"4659","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/6/10","8:41","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.157","Sevilleta NWR_PJ rainfall manipulation",71.52,-9999,17.94,353,2000,-9999,-9999,0.55,0.157,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.3,-1.1,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.0783,4.872,0.59,247
"4660","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/6/10","8:51","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.157","Sevilleta NWR_PJ rainfall manipulation",73.66,-9999,19.37,343,2000,-9999,-9999,1,0.157,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.5,-0.8,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.1429,7.905,0.59,246
"4661","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/6/10","9:38","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.157","Sevilleta NWR_PJ rainfall manipulation",60.97,-9999,22.07,351,2000,-9999,-9999,0.7,0.157,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2,-1,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.0554,5.024,1.04,197
"4662","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/6/10","10:06","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.157","Sevilleta NWR_PJ rainfall manipulation",59.04,-9999,23.3,358,2000,-9999,-9999,0.84,0.157,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.3,-1.1,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.0589,4.064,1.18,238
"4663","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/6/10","10:13","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.157","Sevilleta NWR_PJ rainfall manipulation",63.44,-9999,24.88,347,2000,-9999,-9999,1.57,0.157,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.5,-0.8,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.1135,7.047,1.15,236
"4664","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/6/10","11:02","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.157","Sevilleta NWR_PJ rainfall manipulation",52.78,-9999,27.22,352,2000,-9999,-9999,1.34,0.157,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2,-1,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.0636,4.49,1.71,227
"4665","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/6/10","11:28","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.157","Sevilleta NWR_PJ rainfall manipulation",51.93,-9999,27.13,354,2000,-9999,-9999,1.4,0.157,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.3,-1.1,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.0657,4.296,1.73,237
"4666","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/6/10","11:35","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.157","Sevilleta NWR_PJ rainfall manipulation",53.89,-9999,28.41,351,2000,-9999,-9999,2.1,0.157,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.5,-0.8,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.0966,5.692,1.79,242
"4667","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/6/10","12:33","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.157","Sevilleta NWR_PJ rainfall manipulation",53.56,-9999,27.94,348,2000,-9999,-9999,1.62,0.157,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2,-1,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.0754,4.897,1.76,231
"4668","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/6/10","12:59","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.157","Sevilleta NWR_PJ rainfall manipulation",47.35,-9999,28.99,358,2000,-9999,-9999,1.45,0.157,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.3,-1.1,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.0553,3.924,2.12,229
"4669","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/6/10","13:08","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.157","Sevilleta NWR_PJ rainfall manipulation",49.19,-9999,28.82,357,2000,-9999,-9999,1.89,0.157,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.5,-0.8,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.0761,5.027,2.02,236
"4670","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/6/10","14:06","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.157","Sevilleta NWR_PJ rainfall manipulation",51.2,-9999,31.41,358,2000,-9999,-9999,2.22,0.157,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2,-1,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.08,3.401,2.25,273
"4671","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/6/10","14:35","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.157","Sevilleta NWR_PJ rainfall manipulation",43.12,-9999,30.39,367,2000,-9999,-9999,1.44,0.157,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.3,-1.1,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.0469,3.003,2.48,247
"4672","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/6/10","14:42","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.157","Sevilleta NWR_PJ rainfall manipulation",46.48,-9999,29.3,361,2000,-9999,-9999,2.04,0.157,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.5,-0.8,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.0759,4.508,2.19,250
"4673","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/6/10","15:45","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.157","Sevilleta NWR_PJ rainfall manipulation",42.67,-9999,29.51,364,2000,-9999,-9999,1.5,0.157,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2,-1,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.0509,3.057,2.37,251
"4674","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/6/10","16:14","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.157","Sevilleta NWR_PJ rainfall manipulation",39.55,-9999,29.03,371,2000,-9999,-9999,1.25,0.157,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.3,-1.1,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.0412,2.11,2.44,272
"4675","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/6/10","16:18","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.157","Sevilleta NWR_PJ rainfall manipulation",42.54,-9999,29.11,364,2000,-9999,-9999,1.71,0.157,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.5,-0.8,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.0596,4.343,2.33,231
"4676","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/6/10","17:17","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.157","Sevilleta NWR_PJ rainfall manipulation",45.01,-9999,26.15,366,2000,-9999,-9999,1.12,0.157,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2,-1,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.0484,2.893,1.87,257
"4677","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/6/10","17:42","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.157","Sevilleta NWR_PJ rainfall manipulation",36.43,-9999,26.21,389,2000,-9999,-9999,0.6,0.157,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.3,-1.1,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.022,0.251,2.17,355
"4678","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","10/6/10","17:46","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.157","Sevilleta NWR_PJ rainfall manipulation",41.91,-9999,26.17,378,2000,-9999,-9999,1.11,0.157,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.5,-0.8,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.0455,2.422,1.98,279
"4679","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","4/18/11","7:41","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.028","Sevilleta NWR_PJ rainfall manipulation",23.71,-9999,16.85,382,2000,-9999,-9999,0.12,0.028,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.4,-2.4,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.006,1.31,1.47,45.4
"4680","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","4/18/11","8:08","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.028","Sevilleta NWR_PJ rainfall manipulation",17.03,-9999,22.01,389,2000,-9999,-9999,0.08,0.028,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.7,-2.03,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.003,0.494,2.2,90.4
"4681","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","4/18/11","8:15","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.028","Sevilleta NWR_PJ rainfall manipulation",25.88,-9999,20.81,375,2000,-9999,-9999,0.39,0.028,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2,-1.8,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.017,2.304,1.83,146.3
"4682","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","4/18/11","9:05","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.028","Sevilleta NWR_PJ rainfall manipulation",19.04,-9999,21.01,388,2000,-9999,-9999,0.13,0.028,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.4,-2.4,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.005,0.811,2.02,128.8
"4683","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","4/18/11","9:27","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.028","Sevilleta NWR_PJ rainfall manipulation",17.07,-9999,23.8,386,2000,-9999,-9999,0.16,0.028,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.7,-2.03,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.005,0.909,2.45,94.3
"4684","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","4/18/11","9:34","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.028","Sevilleta NWR_PJ rainfall manipulation",21.21,-9999,24.1,380,2000,-9999,-9999,0.39,0.028,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2,-1.8,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.013,1.924,2.37,130.5
"4685","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","4/18/11","10:53","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.028","Sevilleta NWR_PJ rainfall manipulation",11.04,-9999,26.62,395,2000,-9999,-9999,0.08,0.028,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.4,-2.4,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.002,0.244,3.11,180.8
"4686","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","4/18/11","11:15","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.028","Sevilleta NWR_PJ rainfall manipulation",9.25,-9999,29.38,393,2000,-9999,-9999,0.09,0.028,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.7,-2.03,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.002,0.283,3.73,138.9
"4687","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","4/18/11","11:21","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.028","Sevilleta NWR_PJ rainfall manipulation",11.79,-9999,29.1,390,2000,-9999,-9999,0.27,0.028,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2,-1.8,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.006,0.732,3.57,169.3
"4688","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","4/18/11","13:06","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.028","Sevilleta NWR_PJ rainfall manipulation",8.56,-9999,31.94,397,2000,-9999,-9999,0.15,0.028,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2,-1.8,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.003,0.149,4.35,279.4
"4689","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","4/18/11","14:38","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.028","Sevilleta NWR_PJ rainfall manipulation",6.11,-9999,33.89,397,2000,-9999,-9999,0.15,0.028,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2,-1.8,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.002,0.019,4.99,346.3
"4690","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","4/18/11","16:06","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.028","Sevilleta NWR_PJ rainfall manipulation",6.53,-9999,33.88,397,2000,-9999,-9999,0.16,0.028,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2,-1.8,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.003,0.073,4.96,314.7
"4691","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","4/18/11","17:54","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.028","Sevilleta NWR_PJ rainfall manipulation",12.73,-9999,29.7,387,2000,-9999,-9999,0.47,0.028,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2,-1.8,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.01,0.98,3.65,208.5
"4692","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","4/20/11","7:43","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.106","Sevilleta NWR_PJ rainfall manipulation",38.16,-9999,16.59,367,2000,-9999,-9999,0.54,0.106,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.8,-1.85,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.037,3.809,1.17,195.2
"4693","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","4/20/11","8:11","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.106","Sevilleta NWR_PJ rainfall manipulation",28.06,-9999,19.06,381,2000,-9999,-9999,0.47,0.106,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.2,-1.2,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.024,3.133,1.59,159.2
"4694","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","4/20/11","8:17","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.106","Sevilleta NWR_PJ rainfall manipulation",37.09,-9999,20.42,368,2000,-9999,-9999,0.9,0.106,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.1,-1.08,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.048,5.31,1.51,180
"4695","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","4/20/11","9:09","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.106","Sevilleta NWR_PJ rainfall manipulation",33.7,-9999,21.27,370,2000,-9999,-9999,0.74,0.106,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.8,-1.85,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.035,3.584,1.68,195.8
"4696","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","4/20/11","9:25","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.106","Sevilleta NWR_PJ rainfall manipulation",27.07,-9999,22.84,383,2000,-9999,-9999,0.67,0.106,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.2,-1.2,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.026,2.812,2.04,198
"4697","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","4/20/11","9:29","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.106","Sevilleta NWR_PJ rainfall manipulation",31.38,-9999,23.93,374,2000,-9999,-9999,1.11,0.106,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.1,-1.08,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.044,4.014,2.05,212.3
"4698","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","4/20/11","10:37","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.106","Sevilleta NWR_PJ rainfall manipulation",30.99,-9999,23.4,369,2000,-9999,-9999,0.91,0.106,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.8,-1.85,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.037,3.975,1.99,182.2
"4699","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","4/20/11","10:50","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.106","Sevilleta NWR_PJ rainfall manipulation",21.59,-9999,24.44,383,2000,-9999,-9999,0.67,0.106,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.2,-1.2,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.022,2.936,2.41,155.9
"4700","C3","gymnosperm","tree","evergreen","temperate","semi-arid",0.313,"opt","4/20/11","10:56","Jean-Marc Limousin","Pinus edulis","Temperate conifer","0.106","Sevilleta NWR_PJ rainfall manipulation",29.01,-9999,24.7,375,2000,-9999,-9999,1.18,0.106,-9999,34.39,-106.53,"-9999","-9999",-9999,"-9999",-2.1,-1.08,"Licor 6400","-9999","ambient","-9999","field","Irrigation","-9999","-9999","Limousin et al. 2013 PCE","-9999",0.043,4.003,2.22,210
